0,DP,2,11,"Hello everyone. Todayâ€™s topic is â€œDeath penalty should be abolishedâ€. I am going to make two arguments. First, misjudgment in the death penalty is very dangerous. Second, the death penalty is a cruel penalty. Let me start with the first argument. Humans make mistakes. This is the nature of a human and we cannot deny it completely. Of course, technology has been developed such as DNA testing, surveillance camera, and so on. However, still there is still a possibility of misjudgment. If misjudgment happens when the court sentences the suspected criminal the death penalty, it will be irreparable. When we deprive the life of a suspected criminal, they will never be able to live again. Itâ€™s very terrible. Imagine the case where your family member is mistakenly arrested by the police and unfortunately suspected to be sentenced to the death penalty. Would you be able to endure this situation? The answer is definitely â€œNoâ€. Therefore, at least, by abolishing death penalty, we can prevent the situation of ending the life of innocent people. At least, we will have more time to investigate the truth when the innocent in jail are suspected of a serious crime. Then, there will be a greater chance that the innocent, suspected person can be saved in the future from losing their life. Itâ€™s much safer society. Remember, even if we carefully investigate the incident, there is always a risk of mistakes. For these reasons, death penalty should be abolished. Thank you.","They said that because mistakes are human nature, the risk of misjudgment in death sentence cases is too great. However, this argument makes quite a leap in logic. We are exposed to risks due to human error in nearly every aspect of life, yet we accept those risks for the most part. The cost of human error is, admittedly, greater in some instances than others. But death penalty cases aren't alone in carrying a life-or-death risk. When we decide to travel by plane, for instance, we accept the potentially fatal risk of human error on the part of the pilot and air traffic controller. Likewise, a heart surgeon's built-in human error puts all of his patients' lives at risk. The best we can due is to minimize the risk of human error wherever we encounter it. In capital punishment cases, this means demanding effective legal counsel and unbiased juries, as an example.","[2, 3, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,DP,2,11,"Hello everyone. Todayâ€™s topic is â€œDeath penalty should be abolishedâ€. I am going to make two arguments. First, misjudgment in the death penalty is very dangerous. Second, the death penalty is a cruel penalty. Let me start with the first argument. Humans make mistakes. This is the nature of a human and we cannot deny it completely. Of course, technology has been developed such as DNA testing, surveillance camera, and so on. However, still there is still a possibility of misjudgment. If misjudgment happens when the court sentences the suspected criminal the death penalty, it will be irreparable. When we deprive the life of a suspected criminal, they will never be able to live again. Itâ€™s very terrible. Imagine the case where your family member is mistakenly arrested by the police and unfortunately suspected to be sentenced to the death penalty. Would you be able to endure this situation? The answer is definitely â€œNoâ€. Therefore, at least, by abolishing death penalty, we can prevent the situation of ending the life of innocent people. At least, we will have more time to investigate the truth when the innocent in jail are suspected of a serious crime. Then, there will be a greater chance that the innocent, suspected person can be saved in the future from losing their life. Itâ€™s much safer society. Remember, even if we carefully investigate the incident, there is always a risk of mistakes. For these reasons, death penalty should be abolished. Thank you.","They said that because mistakes are human nature, the risk of misjudgment in death sentence cases is too great. However, this argument makes quite a leap in logic. We are exposed to risks due to human error in nearly every aspect of life, yet we accept those risks for the most part. The cost of human error is, admittedly, greater in some instances than others. But death penalty cases aren't alone in carrying a life-or-death risk. When we decide to travel by plane, for instance, we accept the potentially fatal risk of human error on the part of the pilot and air traffic controller. Likewise, a heart surgeon's built-in human error puts all of his patients' lives at risk. The best we can due is to minimize the risk of human error wherever we encounter it. In capital punishment cases, this means demanding effective legal counsel and unbiased juries, as an example.","[2, 3, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,DP,2,11,"Hello everyone. Todayâ€™s topic is â€œDeath penalty should be abolishedâ€. I am going to make two arguments. First, misjudgment in the death penalty is very dangerous. Second, the death penalty is a cruel penalty. Let me start with the first argument. Humans make mistakes. This is the nature of a human and we cannot deny it completely. Of course, technology has been developed such as DNA testing, surveillance camera, and so on. However, still there is still a possibility of misjudgment. If misjudgment happens when the court sentences the suspected criminal the death penalty, it will be irreparable. When we deprive the life of a suspected criminal, they will never be able to live again. Itâ€™s very terrible. Imagine the case where your family member is mistakenly arrested by the police and unfortunately suspected to be sentenced to the death penalty. Would you be able to endure this situation? The answer is definitely â€œNoâ€. Therefore, at least, by abolishing death penalty, we can prevent the situation of ending the life of innocent people. At least, we will have more time to investigate the truth when the innocent in jail are suspected of a serious crime. Then, there will be a greater chance that the innocent, suspected person can be saved in the future from losing their life. Itâ€™s much safer society. Remember, even if we carefully investigate the incident, there is always a risk of mistakes. For these reasons, death penalty should be abolished. Thank you.","They said that because mistakes are human nature, the risk of misjudgment in death sentence cases is too great. However, this argument makes quite a leap in logic. We are exposed to risks due to human error in nearly every aspect of life, yet we accept those risks for the most part. The cost of human error is, admittedly, greater in some instances than others. But death penalty cases aren't alone in carrying a life-or-death risk. When we decide to travel by plane, for instance, we accept the potentially fatal risk of human error on the part of the pilot and air traffic controller. Likewise, a heart surgeon's built-in human error puts all of his patients' lives at risk. The best we can due is to minimize the risk of human error wherever we encounter it. In capital punishment cases, this means demanding effective legal counsel and unbiased juries, as an example.",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,DP,2,11,"Hello everyone. Todayâ€™s topic is â€œDeath penalty should be abolishedâ€. I am going to make two arguments. First, misjudgment in the death penalty is very dangerous. Second, the death penalty is a cruel penalty. Let me start with the first argument. Humans make mistakes. This is the nature of a human and we cannot deny it completely. Of course, technology has been developed such as DNA testing, surveillance camera, and so on. However, still there is still a possibility of misjudgment. If misjudgment happens when the court sentences the suspected criminal the death penalty, it will be irreparable. When we deprive the life of a suspected criminal, they will never be able to live again. Itâ€™s very terrible. Imagine the case where your family member is mistakenly arrested by the police and unfortunately suspected to be sentenced to the death penalty. Would you be able to endure this situation? The answer is definitely â€œNoâ€. Therefore, at least, by abolishing death penalty, we can prevent the situation of ending the life of innocent people. At least, we will have more time to investigate the truth when the innocent in jail are suspected of a serious crime. Then, there will be a greater chance that the innocent, suspected person can be saved in the future from losing their life. Itâ€™s much safer society. Remember, even if we carefully investigate the incident, there is always a risk of mistakes. For these reasons, death penalty should be abolished. Thank you.","They said that because mistakes are human nature, the risk of misjudgment in death sentence cases is too great. However, this argument makes quite a leap in logic. We are exposed to risks due to human error in nearly every aspect of life, yet we accept those risks for the most part. The cost of human error is, admittedly, greater in some instances than others. But death penalty cases aren't alone in carrying a life-or-death risk. When we decide to travel by plane, for instance, we accept the potentially fatal risk of human error on the part of the pilot and air traffic controller. Likewise, a heart surgeon's built-in human error puts all of his patients' lives at risk. The best we can due is to minimize the risk of human error wherever we encounter it. In capital punishment cases, this means demanding effective legal counsel and unbiased juries, as an example.",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,DP,2,11,"Hello everyone. Todayâ€™s topic is â€œDeath penalty should be abolishedâ€. I am going to make two arguments. First, misjudgment in the death penalty is very dangerous. Second, the death penalty is a cruel penalty. Let me start with the first argument. Humans make mistakes. This is the nature of a human and we cannot deny it completely. Of course, technology has been developed such as DNA testing, surveillance camera, and so on. However, still there is still a possibility of misjudgment. If misjudgment happens when the court sentences the suspected criminal the death penalty, it will be irreparable. When we deprive the life of a suspected criminal, they will never be able to live again. Itâ€™s very terrible. Imagine the case where your family member is mistakenly arrested by the police and unfortunately suspected to be sentenced to the death penalty. Would you be able to endure this situation? The answer is definitely â€œNoâ€. Therefore, at least, by abolishing death penalty, we can prevent the situation of ending the life of innocent people. At least, we will have more time to investigate the truth when the innocent in jail are suspected of a serious crime. Then, there will be a greater chance that the innocent, suspected person can be saved in the future from losing their life. Itâ€™s much safer society. Remember, even if we carefully investigate the incident, there is always a risk of mistakes. For these reasons, death penalty should be abolished. Thank you.","They said that because mistakes are human nature, the risk of misjudgment in death sentence cases is too great. However, this argument makes quite a leap in logic. We are exposed to risks due to human error in nearly every aspect of life, yet we accept those risks for the most part. The cost of human error is, admittedly, greater in some instances than others. But death penalty cases aren't alone in carrying a life-or-death risk. When we decide to travel by plane, for instance, we accept the potentially fatal risk of human error on the part of the pilot and air traffic controller. Likewise, a heart surgeon's built-in human error puts all of his patients' lives at risk. The best we can due is to minimize the risk of human error wherever we encounter it. In capital punishment cases, this means demanding effective legal counsel and unbiased juries, as an example.",[4],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,DP,2,11,"Hello everyone. Todayâ€™s topic is â€œDeath penalty should be abolishedâ€. I am going to make two arguments. First, misjudgment in the death penalty is very dangerous. Second, the death penalty is a cruel penalty. Let me start with the first argument. Humans make mistakes. This is the nature of a human and we cannot deny it completely. Of course, technology has been developed such as DNA testing, surveillance camera, and so on. However, still there is still a possibility of misjudgment. If misjudgment happens when the court sentences the suspected criminal the death penalty, it will be irreparable. When we deprive the life of a suspected criminal, they will never be able to live again. Itâ€™s very terrible. Imagine the case where your family member is mistakenly arrested by the police and unfortunately suspected to be sentenced to the death penalty. Would you be able to endure this situation? The answer is definitely â€œNoâ€. Therefore, at least, by abolishing death penalty, we can prevent the situation of ending the life of innocent people. At least, we will have more time to investigate the truth when the innocent in jail are suspected of a serious crime. Then, there will be a greater chance that the innocent, suspected person can be saved in the future from losing their life. Itâ€™s much safer society. Remember, even if we carefully investigate the incident, there is always a risk of mistakes. For these reasons, death penalty should be abolished. Thank you.","They said that because mistakes are human nature, the risk of misjudgment in death sentence cases is too great. However, this argument makes quite a leap in logic. We are exposed to risks due to human error in nearly every aspect of life, yet we accept those risks for the most part. The cost of human error is, admittedly, greater in some instances than others. But death penalty cases aren't alone in carrying a life-or-death risk. When we decide to travel by plane, for instance, we accept the potentially fatal risk of human error on the part of the pilot and air traffic controller. Likewise, a heart surgeon's built-in human error puts all of his patients' lives at risk. The best we can due is to minimize the risk of human error wherever we encounter it. In capital punishment cases, this means demanding effective legal counsel and unbiased juries, as an example.",[1],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
6,DP,2,18,"Hello everyone. Todayâ€™s topic is â€œDeath penalty should be abolishedâ€. I am going to make two arguments. First, misjudgment in the death penalty is very dangerous. Second, the death penalty is a cruel penalty. Let me start with the first argument. Humans make mistakes. This is the nature of a human and we cannot deny it completely. Of course, technology has been developed such as DNA testing, surveillance camera, and so on. However, still there is still a possibility of misjudgment. If misjudgment happens when the court sentences the suspected criminal the death penalty, it will be irreparable. When we deprive the life of a suspected criminal, they will never be able to live again. Itâ€™s very terrible. Imagine the case where your family member is mistakenly arrested by the police and unfortunately suspected to be sentenced to the death penalty. Would you be able to endure this situation? The answer is definitely â€œNoâ€. Therefore, at least, by abolishing death penalty, we can prevent the situation of ending the life of innocent people. At least, we will have more time to investigate the truth when the innocent in jail are suspected of a serious crime. Then, there will be a greater chance that the innocent, suspected person can be saved in the future from losing their life. Itâ€™s much safer society. Remember, even if we carefully investigate the incident, there is always a risk of mistakes. For these reasons, death penalty should be abolished. Thank you.","They said that there can be mistakes in sentencing therefor to prevent an innocent person from being killed death penalty should be abolished. However, it cost money to keep someone in jail and that money come from tax payers. Why keep criminals who have committed heinous acts alive costing us money. Technology now has improved so much it is practically impossible that someone is  wrongfully convicted. I'm not saying the death penalty should be easy to just give out to someone. There must be irrefutable evidence against them to make sure an innocent person is not sentenced.  People make mistakes but the death penalty is given to people who knowingly commit the crime.",[1],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
7,DP,2,18,"Hello everyone. Todayâ€™s topic is â€œDeath penalty should be abolishedâ€. I am going to make two arguments. First, misjudgment in the death penalty is very dangerous. Second, the death penalty is a cruel penalty. Let me start with the first argument. Humans make mistakes. This is the nature of a human and we cannot deny it completely. Of course, technology has been developed such as DNA testing, surveillance camera, and so on. However, still there is still a possibility of misjudgment. If misjudgment happens when the court sentences the suspected criminal the death penalty, it will be irreparable. When we deprive the life of a suspected criminal, they will never be able to live again. Itâ€™s very terrible. Imagine the case where your family member is mistakenly arrested by the police and unfortunately suspected to be sentenced to the death penalty. Would you be able to endure this situation? The answer is definitely â€œNoâ€. Therefore, at least, by abolishing death penalty, we can prevent the situation of ending the life of innocent people. At least, we will have more time to investigate the truth when the innocent in jail are suspected of a serious crime. Then, there will be a greater chance that the innocent, suspected person can be saved in the future from losing their life. Itâ€™s much safer society. Remember, even if we carefully investigate the incident, there is always a risk of mistakes. For these reasons, death penalty should be abolished. Thank you.","They said that there can be mistakes in sentencing therefor to prevent an innocent person from being killed death penalty should be abolished. However, it cost money to keep someone in jail and that money come from tax payers. Why keep criminals who have committed heinous acts alive costing us money. Technology now has improved so much it is practically impossible that someone is  wrongfully convicted. I'm not saying the death penalty should be easy to just give out to someone. There must be irrefutable evidence against them to make sure an innocent person is not sentenced.  People make mistakes but the death penalty is given to people who knowingly commit the crime.",[2],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8,DP,2,18,"Hello everyone. Todayâ€™s topic is â€œDeath penalty should be abolishedâ€. I am going to make two arguments. First, misjudgment in the death penalty is very dangerous. Second, the death penalty is a cruel penalty. Let me start with the first argument. Humans make mistakes. This is the nature of a human and we cannot deny it completely. Of course, technology has been developed such as DNA testing, surveillance camera, and so on. However, still there is still a possibility of misjudgment. If misjudgment happens when the court sentences the suspected criminal the death penalty, it will be irreparable. When we deprive the life of a suspected criminal, they will never be able to live again. Itâ€™s very terrible. Imagine the case where your family member is mistakenly arrested by the police and unfortunately suspected to be sentenced to the death penalty. Would you be able to endure this situation? The answer is definitely â€œNoâ€. Therefore, at least, by abolishing death penalty, we can prevent the situation of ending the life of innocent people. At least, we will have more time to investigate the truth when the innocent in jail are suspected of a serious crime. Then, there will be a greater chance that the innocent, suspected person can be saved in the future from losing their life. Itâ€™s much safer society. Remember, even if we carefully investigate the incident, there is always a risk of mistakes. For these reasons, death penalty should be abolished. Thank you.","They said that there can be mistakes in sentencing therefor to prevent an innocent person from being killed death penalty should be abolished. However, it cost money to keep someone in jail and that money come from tax payers. Why keep criminals who have committed heinous acts alive costing us money. Technology now has improved so much it is practically impossible that someone is  wrongfully convicted. I'm not saying the death penalty should be easy to just give out to someone. There must be irrefutable evidence against them to make sure an innocent person is not sentenced.  People make mistakes but the death penalty is given to people who knowingly commit the crime.","[1, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9,DP,2,18,"Hello everyone. Todayâ€™s topic is â€œDeath penalty should be abolishedâ€. I am going to make two arguments. First, misjudgment in the death penalty is very dangerous. Second, the death penalty is a cruel penalty. Let me start with the first argument. Humans make mistakes. This is the nature of a human and we cannot deny it completely. Of course, technology has been developed such as DNA testing, surveillance camera, and so on. However, still there is still a possibility of misjudgment. If misjudgment happens when the court sentences the suspected criminal the death penalty, it will be irreparable. When we deprive the life of a suspected criminal, they will never be able to live again. Itâ€™s very terrible. Imagine the case where your family member is mistakenly arrested by the police and unfortunately suspected to be sentenced to the death penalty. Would you be able to endure this situation? The answer is definitely â€œNoâ€. Therefore, at least, by abolishing death penalty, we can prevent the situation of ending the life of innocent people. At least, we will have more time to investigate the truth when the innocent in jail are suspected of a serious crime. Then, there will be a greater chance that the innocent, suspected person can be saved in the future from losing their life. Itâ€™s much safer society. Remember, even if we carefully investigate the incident, there is always a risk of mistakes. For these reasons, death penalty should be abolished. Thank you.","They said that there can be mistakes in sentencing therefor to prevent an innocent person from being killed death penalty should be abolished. However, it cost money to keep someone in jail and that money come from tax payers. Why keep criminals who have committed heinous acts alive costing us money. Technology now has improved so much it is practically impossible that someone is  wrongfully convicted. I'm not saying the death penalty should be easy to just give out to someone. There must be irrefutable evidence against them to make sure an innocent person is not sentenced.  People make mistakes but the death penalty is given to people who knowingly commit the crime.",*,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
